show_id,type,title,director,country,date_added,release_year,rating,listed_in,duration_min,seasons_count,year_added,month_added
s1181,TV Show,Alien TV,Unknown,Pakistan,2021-03-19,2021,TV-Y7,"Kids' TV, TV Comedies",0,2,2021,March
s1225,TV Show,Last Chance U: Basketball,Unknown,Pakistan,2021-03-10,2021,TV-MA,Docuseries,0,1,2021,March
s1226,TV Show,Marriage or Mortgage,Unknown,Pakistan,2021-03-10,2021,TV-G,"Reality TV, Romantic TV Shows",0,1,2021,March
s1236,TV Show,Pokémon Journeys: The Series,Unknown,Pakistan,2021-03-05,2021,TV-Y7,"Anime Series, Kids' TV, TV Action & Adventure",0,4,2021,March
s131,Movie,Barbie Big City Big Dreams,Scott Pleydell-Pearce,Unknown,2021-09-01,2021,TV-Y,"Children & Family Movies, Music & Musicals",63,0,2021,September
s135,Movie,Clear and Present Danger,Phillip Noyce,United States,2021-09-01,1994,PG-13,"Action & Adventure, Dramas",142,0,2021,September
s136,Movie,Cliffhanger,Renny Harlin,United States,2021-09-01,1993,R,Action & Adventure,113,0,2021,September
s137,Movie,Cold Mountain,Anthony Minghella,United States,2021-09-01,2003,R,"Dramas, Romantic Movies",154,0,2021,September
s138,Movie,Crocodile Dundee in Los Angeles,Simon Wincer,Australia,2021-09-01,2001,PG,"Action & Adventure, Comedies",95,0,2021,September
s139,Movie,Dear John,Lasse Hallström,United States,2021-09-01,2010,PG-13,"Dramas, Romantic Movies",108,0,2021,September
s140,Movie,Do the Right Thing,Spike Lee,United States,2021-09-01,1989,R,"Classic Movies, Comedies, Dramas",120,0,2021,September
s141,Movie,"El patrón, radiografía de un crimen",Sebastián Schindel,Argentina,2021-09-01,2014,TV-MA,"Dramas, International Movies, Thrillers",100,0,2021,September
s142,Movie,Extraction,Steven C. Miller,United States,2021-09-01,2015,R,Action & Adventure,82,0,2021,September
s143,Movie,Freedom Writers,Richard LaGravenese,Germany,2021-09-01,2007,PG-13,Dramas,124,0,2021,September
s144,Movie,Green Lantern,Martin Campbell,United States,2021-09-01,2011,PG-13,"Action & Adventure, Sci-Fi & Fantasy",114,0,2021,September
s145,Movie,House Party,Reginald Hudlin,United States,2021-09-01,1990,R,"Comedies, Cult Movies",104,0,2021,September
s146,Movie,House Party 2,"George Jackson, Doug McHenry",United States,2021-09-01,1991,R,"Comedies, Cult Movies, Music & Musicals",94,0,2021,September
s147,Movie,House Party 3,Eric Meza,United States,2021-09-01,1994,R,"Comedies, Music & Musicals",94,0,2021,September
s1263,Movie,Ginny & Georgia - The Afterparty,Unknown,Pakistan,2021-02-26,2021,TV-MA,"Comedies, Dramas",35,0,2021,February
s150,Movie,I Got the Hook Up,Michael Martin,United States,2021-09-01,1998,R,"Action & Adventure, Comedies",93,0,2021,September
s151,Movie,In Too Deep,Michael Rymer,United States,2021-09-01,1999,R,Thrillers,97,0,2021,September
s152,Movie,Initial D,"Andrew Lau Wai-keung, Alan Mak",China,2021-09-01,2005,TV-14,"Action & Adventure, International Movies",109,0,2021,September
s1272,TV Show,The Last Bastion,Unknown,Pakistan,2021-02-25,2018,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas",0,1,2021,February
s1300,TV Show,Thus Spoke Kishibe Rohan,Unknown,Pakistan,2021-02-18,2021,TV-MA,"Anime Series, International TV Shows",0,1,2021,February
s1443,TV Show,Korean Pork Belly Rhapsody,Unknown,Pakistan,2021-01-04,2020,TV-G,"Docuseries, International TV Shows",0,1,2021,January
s156,Movie,Labyrinth,Jim Henson,United Kingdom,2021-09-01,1986,PG,"Action & Adventure, Children & Family Movies, Cult Movies",101,0,2021,September
s157,Movie,Letters to Juliet,Gary Winick,United States,2021-09-01,2010,PG,"Comedies, Dramas, Romantic Movies",105,0,2021,September
s158,Movie,Level 16,Danishka Esterhazy,Canada,2021-09-01,2018,TV-14,"Sci-Fi & Fantasy, Thrillers",102,0,2021,September
s159,Movie,Love Don't Cost a Thing,Troy Byer,United States,2021-09-01,2003,PG-13,"Comedies, Romantic Movies",101,0,2021,September
s160,Movie,Love in a Puff,Pang Ho-cheung,Hong Kong,2021-09-01,2010,TV-MA,"Comedies, Dramas, International Movies",103,0,2021,September
s1463,TV Show,Running Man,Unknown,Pakistan,2021-01-01,2020,TV-Y7,"Kids' TV, TV Comedies",0,1,2021,January
s162,Movie,Mars Attacks!,Tim Burton,United States,2021-09-01,1996,PG-13,"Comedies, Cult Movies, Sci-Fi & Fantasy",106,0,2021,September
s163,Movie,Marshall,Reginald Hudlin,United States,2021-09-01,2017,PG-13,Dramas,118,0,2021,September
s164,Movie,My Boss's Daughter,David Zucker,United States,2021-09-01,2003,R,"Comedies, Romantic Movies",86,0,2021,September
s165,Movie,Mystery Men,Kinka Usher,United States,2021-09-01,1999,PG-13,"Action & Adventure, Comedies",121,0,2021,September
s1472,Movie,Best of Stand-Up 2020,Unknown,Pakistan,2020-12-31,2020,TV-MA,Stand-Up Comedy,77,0,2020,December
s167,Movie,Once Upon a Time in America,Sergio Leone,Italy,2021-09-01,1984,R,"Classic Movies, Dramas",229,0,2021,September
s168,Movie,Open Season 2,"Matthew O'Callaghan, Todd Wilderman",United States,2021-09-01,2008,PG,"Children & Family Movies, Comedies",76,0,2021,September
s169,Movie,Osmosis Jones,"Bobby Farrelly, Peter Farrelly",United States,2021-09-01,2001,PG,"Action & Adventure, Children & Family Movies, Comedies",95,0,2021,September
s170,Movie,Poseidon,Wolfgang Petersen,United States,2021-09-01,2006,PG-13,"Action & Adventure, Dramas",98,0,2021,September
s1483,TV Show,Transformers: War for Cybertron: Earthrise,Unknown,Pakistan,2020-12-30,2020,TV-Y7,Anime Series,0,1,2020,December
s1586,TV Show,Manhunt: Deadly Games,Unknown,Pakistan,2020-12-07,2020,TV-14,"Crime TV Shows, TV Dramas, TV Mysteries",0,1,2020,December
s1597,TV Show,The Great British Baking Show: Holidays,Unknown,Pakistan,2020-12-04,2020,TV-MA,"British TV Shows, Reality TV",0,3,2020,December
s1669,TV Show,Heart & Soul,Unknown,Pakistan,2020-11-20,2019,TV-14,"International TV Shows, TV Dramas",0,1,2020,November
s1746,Movie,Ya no estoy aquí: Una conversación entre Guillermo del Toro y Alfonso Cuarón,Unknown,Pakistan,2020-11-03,2020,TV-PG,Documentaries,15,0,2020,November
s1779,TV Show,Kongsuni and Friends,Unknown,Pakistan,2020-10-30,2020,TV-Y,"Kids' TV, Korean TV Shows",0,2,2020,October
s1890,TV Show,Pat a Pat Como,Unknown,Pakistan,2020-10-03,2016,TV-Y,Kids' TV,0,1,2020,October
s1891,TV Show,Qurious Como,Unknown,Pakistan,2020-10-03,2017,TV-Y,Kids' TV,0,1,2020,October
s2983,TV Show,Find Yourself,Unknown,Pakistan,2020-01-29,2020,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0,1,2020,January
s1915,TV Show,Journey of an African Colony,Unknown,Pakistan,2020-10-01,2018,TV-MA,"Docuseries, International TV Shows",0,1,2020,October
s1953,TV Show,Mighty Little Bheem,Unknown,Pakistan,2020-09-25,2020,TV-Y,"Kids' TV, TV Comedies",0,3,2020,September
s171,Movie,Rhyme & Reason,Peter Spirer,United States,2021-09-01,1997,R,"Documentaries, Music & Musicals",89,0,2021,September
s172,Movie,Same Kind of Different as Me,Michael Carney,United States,2021-09-01,2017,PG-13,"Dramas, Faith & Spirituality",120,0,2021,September
s173,Movie,School of Rock,Richard Linklater,United States,2021-09-01,2003,PG-13,"Comedies, Music & Musicals",110,0,2021,September
s174,Movie,Snervous Tyler Oakley,Amy Rice,United States,2021-09-01,2015,PG-13,"Documentaries, LGBTQ Movies",83,0,2021,September
s175,Movie,Tears of the Sun,Antoine Fuqua,United States,2021-09-01,2003,R,"Action & Adventure, Dramas",121,0,2021,September
s176,Movie,The Blue Lagoon,Randal Kleiser,United States,2021-09-01,1980,R,"Dramas, Romantic Movies",105,0,2021,September
s177,Movie,The Golden Child,Michael Ritchie,United States,2021-09-01,1986,PG-13,"Action & Adventure, Comedies",94,0,2021,September
s178,Movie,The Guns of Navarone,J. Lee Thompson,United Kingdom,2021-09-01,1961,TV-14,"Action & Adventure, Classic Movies",156,0,2021,September
s179,Movie,The Interview,"Evan Goldberg, Seth Rogen",United States,2021-09-01,2014,R,"Action & Adventure, Comedies",112,0,2021,September
s180,Movie,The Nutty Professor,Tom Shadyac,United States,2021-09-01,1996,PG-13,"Comedies, Romantic Movies",95,0,2021,September
s181,Movie,The Nutty Professor II: The Klumps,Peter Segal,United States,2021-09-01,2000,PG-13,"Comedies, Romantic Movies",107,0,2021,September
s183,Movie,Welcome Home Roscoe Jenkins,Malcolm D. Lee,United States,2021-09-01,2008,PG-13,Comedies,114,0,2021,September
s184,Movie,In the Line of Fire,Wolfgang Petersen,United States,2021-08-31,1993,R,"Action & Adventure, Classic Movies",129,0,2021,August
s186,Movie,Untold: Crime & Penalties,"Chapman Way, Maclain Way",United States,2021-08-31,2021,TV-MA,"Documentaries, Sports Movies",86,0,2021,August
s1957,Movie,Zulu Man in Japan,Unknown,Pakistan,2020-09-25,2019,TV-MA,"Documentaries, International Movies, Music & Musicals",44,0,2020,September
s1974,TV Show,Fukrey Boyzzz,Unknown,Pakistan,2020-09-19,2020,TV-Y,"Kids' TV, TV Comedies",0,1,2020,September
s189,Movie,2 Alone in Paris,"Ramzy Bedia, Éric Judor",France,2021-08-28,2008,TV-MA,"Comedies, International Movies",97,0,2021,August
s2041,TV Show,Transformers: Cyberverse,Unknown,Pakistan,2020-09-07,2020,TV-Y7,Kids' TV,0,2,2020,September
s2059,TV Show,The Witcher: A Look Inside the Episodes,Unknown,Pakistan,2020-09-02,2020,TV-MA,"Docuseries, TV Sci-Fi & Fantasy",0,1,2020,September
s2124,TV Show,Dérè: An African Tale,Unknown,Pakistan,2020-08-15,2016,TV-PG,"International TV Shows, Romantic TV Shows, TV Dramas",0,1,2020,August
s2223,TV Show,Street Food: Latin America,Unknown,Pakistan,2020-07-21,2020,TV-PG,"Docuseries, Spanish-Language TV Shows",0,1,2020,July
s2237,Movie,Little Singham: Legend of Dugabakka,Unknown,Pakistan,2020-07-15,2020,TV-Y7,"Children & Family Movies, Comedies",68,0,2020,July
s2336,Movie,Seven (Telugu),Unknown,Pakistan,2020-06-26,2019,TV-14,"Dramas, International Movies, Romantic Movies",116,0,2020,June
s191,Movie,Thimmarusu,Sharan Koppisetty,India,2021-08-28,2021,TV-14,"Dramas, International Movies",125,0,2021,August
s192,Movie,Wind River,Taylor Sheridan,United Kingdom,2021-08-28,2017,R,"Dramas, Independent Movies",107,0,2021,August
s193,Movie,C Kkompany,Sachin Yardi,India,2021-08-27,2008,TV-14,"Action & Adventure, Comedies, International Movies",127,0,2021,August
s197,Movie,He's All That,Mark Waters,United States,2021-08-27,2021,TV-14,"Comedies, Romantic Movies",92,0,2021,August
s2395,TV Show,Dating Around,Unknown,Pakistan,2020-06-12,2020,TV-MA,"Reality TV, Romantic TV Shows",0,2,2020,June
s196,Movie,EMI: Liya Hai To Chukana Padega,Saurabh Kabra,India,2021-08-27,2008,TV-14,"Comedies, Dramas, International Movies",128,0,2021,August
s4655,TV Show,First and Last,Unknown,Pakistan,2018-09-07,2018,TV-MA,Docuseries,0,1,2018,September
s199,TV Show,King of Boys: The Return of the King,Kemi Adetiba,Nigeria,2021-08-27,2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2021,August
s200,Movie,Koi Aap Sa,Partho Mitra,India,2021-08-27,2006,TV-14,"Comedies, Dramas, International Movies",135,0,2021,August
s201,Movie,Krishna Cottage,Santram Varma,India,2021-08-27,2004,TV-14,"Action & Adventure, Horror Movies, International Movies",124,0,2021,August
s202,Movie,Kucch To Hai,"Anil V. Kumar, Anurag Basu",India,2021-08-27,2003,TV-14,"Dramas, International Movies, Thrillers",136,0,2021,August
s203,Movie,Kyaa Kool Hai Hum,Sangeeth Sivan,India,2021-08-27,2005,TV-MA,"Comedies, International Movies, Music & Musicals",165,0,2021,August
s204,Movie,Kyaa Kool Hain Hum 3,Umesh Ghadge,India,2021-08-27,2016,TV-MA,"Comedies, International Movies",124,0,2021,August
s205,Movie,Kyaa Super Kool Hain Hum,Sachin Yardi,India,2021-08-27,2012,TV-MA,"Comedies, International Movies",136,0,2021,August
s206,Movie,Kyo Kii... Main Jhuth Nahin Bolta,David Dhawan,India,2021-08-27,2001,TV-14,"Comedies, International Movies, Sci-Fi & Fantasy",150,0,2021,August
s207,Movie,"LSD: Love, Sex Aur Dhokha",Dibakar Banerjee,India,2021-08-27,2010,TV-MA,"Dramas, Independent Movies, International Movies",112,0,2021,August
s208,Movie,Mission Istaanbul: Darr Ke Aagey Jeet Hai,Apoorva Lakhia,India,2021-08-27,2008,TV-14,"Action & Adventure, International Movies, Music & Musicals",119,0,2021,August
s209,Movie,Once Upon a Time in Mumbaai,Milan Luthria,India,2021-08-27,2010,TV-14,"Dramas, International Movies, Music & Musicals",133,0,2021,August
s2496,TV Show,Especial 20 años Fútbol de Primera,Unknown,Pakistan,2020-05-20,2020,TV-14,"Docuseries, International TV Shows, Spanish-Language TV Shows",0,1,2020,May
s2569,TV Show,Hangar 1: The UFO Files,Unknown,Pakistan,2020-05-02,2015,TV-PG,Docuseries,0,1,2020,May
s2570,TV Show,Hoarders,Unknown,Pakistan,2020-05-02,2020,TV-PG,Reality TV,0,1,2020,May
s2575,TV Show,The Universe: Ancient Mysteries Solved,Unknown,Pakistan,2020-05-02,2015,TV-PG,"Docuseries, Science & Nature TV",0,1,2020,May
s2640,TV Show,دفعة القاهرة,Unknown,Pakistan,2020-04-25,2019,TV-14,"International TV Shows, TV Dramas",0,1,2020,April
s2642,TV Show,DreamWorks Spooky Stories: Volume 2,Unknown,Pakistan,2020-04-24,2011,TV-PG,"Kids' TV, TV Comedies",0,1,2020,April
s210,Movie,Once Upon a Time in Mumbai Dobaara!,Milan Luthria,India,2021-08-27,2013,TV-14,"Dramas, International Movies, Music & Musicals",142,0,2021,August
s211,Movie,Ragini MMS,Pawan Kripalani,India,2021-08-27,2011,TV-MA,"Horror Movies, International Movies",93,0,2021,August
s212,Movie,Ragini MMS 2,Bhushan Patel,India,2021-08-27,2014,TV-MA,"Horror Movies, International Movies",113,0,2021,August
s223,TV Show,Clickbait,Brad Anderson,United States,2021-08-25,2021,TV-MA,"Crime TV Shows, TV Dramas, TV Mysteries",0,1,2021,August
s2700,TV Show,The Circle France,Unknown,Pakistan,2020-04-09,2020,TV-MA,"International TV Shows, Reality TV",0,1,2020,April
s216,Movie,Shootout at Lokhandwala,Apoorva Lakhia,India,2021-08-27,2007,TV-MA,"Action & Adventure, Dramas, International Movies",116,0,2021,August
s217,Movie,Shor In the City,"Raj Nidimoru, Krishna D.K.",India,2021-08-27,2011,TV-14,"Comedies, Dramas, Independent Movies",106,0,2021,August
s218,Movie,The Dirty Picture,Milan Luthria,India,2021-08-27,2011,TV-14,"Comedies, Dramas, International Movies",145,0,2021,August
s2740,TV Show,Pokémon the Series,Unknown,Pakistan,2020-04-01,2019,TV-Y7,"Anime Series, Kids' TV",0,3,2020,April
s2773,TV Show,Wassup Man GO!,Unknown,Pakistan,2020-03-27,2020,TV-MA,"International TV Shows, Korean TV Shows, Reality TV",0,1,2020,March
s2786,TV Show,Barbie Dreamhouse Adventures: Go Team Roberts,Unknown,Pakistan,2020-03-21,2020,TV-Y,Kids' TV,0,2,2020,March
s2788,TV Show,Archibald's Next Big Thing,Unknown,Pakistan,2020-03-20,2020,TV-Y7,"Kids' TV, TV Comedies",0,2,2020,March
s2858,TV Show,Calico Critters Mini Episodes Clover,Unknown,Pakistan,2020-03-01,2020,TV-Y,Kids' TV,0,1,2020,March
s2894,TV Show,Passion. Panache. Pep,Unknown,Pakistan,2020-02-21,2020,TV-G,"International TV Shows, Reality TV",0,1,2020,February
s228,Movie,Really Love,Angel Kristi Williams,United States,2021-08-25,2020,TV-MA,"Dramas, Independent Movies, Romantic Movies",95,0,2021,August
s2943,TV Show,My Holo Love,Unknown,Pakistan,2020-02-07,2020,TV-14,"International TV Shows, Korean TV Shows, Romantic TV Shows",0,1,2020,February
s2992,TV Show,Rise of Empires: Ottoman,Unknown,Pakistan,2020-01-24,2020,TV-MA,Docuseries,0,1,2020,January
s3057,TV Show,Chhota Bheem Kung Fu Dhamaka Series,Unknown,Pakistan,2020-01-01,2019,TV-Y7,Kids' TV,0,1,2020,January
s3084,TV Show,Pucca: Love Recipe,Unknown,Pakistan,2019-12-31,2018,TV-Y7,"Kids' TV, Korean TV Shows",0,1,2019,December
s3087,TV Show,The Degenerates,Unknown,Pakistan,2019-12-31,2019,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies",0,2,2019,December
s3200,TV Show,Space Jungle,Unknown,Pakistan,2019-12-01,2016,TV-Y,"Kids' TV, Korean TV Shows, TV Comedies",0,2,2019,December
s3217,TV Show,The Charming Stepmom,Unknown,Pakistan,2019-11-29,2019,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies",0,1,2019,November
s3398,Movie,ChuChuTV Surprise Eggs Learning Videos (Hindi),Unknown,Pakistan,2019-10-18,2019,TV-Y,Children & Family Movies,34,0,2019,October
s3285,TV Show,Westside Story,Unknown,Pakistan,2019-11-15,2003,TV-14,"International TV Shows, Romantic TV Shows, TV Action & Adventure",0,1,2019,November
s3593,TV Show,Happy Jail,Unknown,Pakistan,2019-08-14,2019,TV-MA,"Crime TV Shows, Docuseries",0,1,2019,August
s3358,TV Show,Sleepless Society: Bedtime Wishes,Unknown,Pakistan,2019-10-31,2019,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2019,October
s3362,TV Show,Tunnel,Unknown,Pakistan,2019-10-30,2019,TV-14,"Crime TV Shows, International TV Shows, TV Dramas",0,1,2019,October
s3394,TV Show,"ChuChu TV Kids Songs, Learning Videos & Bedtime Stories",Unknown,Pakistan,2019-10-18,2019,TV-Y,Kids' TV,0,1,2019,October
s3395,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (English),Unknown,Pakistan,2019-10-18,2019,TV-Y,Children & Family Movies,47,0,2019,October
s215,Movie,SAS: Rise of the Black Swan,Magnus Martens,Unknown,2021-08-27,2021,R,"Action & Adventure, International Movies",124,0,2021,August
s222,Movie,"Bob Ross: Happy Accidents, Betrayal & Greed",Joshua Rofé,Unknown,2021-08-25,2021,TV-14,Documentaries,93,0,2021,August
s224,TV Show,John of God: The Crimes of a Spiritual Healer,"Mauricio Dias, Tatiana Villela",Unknown,2021-08-25,2021,TV-MA,"Crime TV Shows, Docuseries, International TV Shows",0,1,2021,August
s229,Movie,The November Man,Roger Donaldson,United States,2021-08-25,2014,R,Action & Adventure,108,0,2021,August
s230,Movie,The Old Ways,Christopher Alender,United States,2021-08-25,2020,TV-MA,Horror Movies,90,0,2021,August
s232,Movie,The Water Man,David Oyelowo,United States,2021-08-25,2021,PG,"Children & Family Movies, Dramas",92,0,2021,August
s231,Movie,The River Runner,Rush Sturges,Unknown,2021-08-25,2021,TV-MA,"Documentaries, Sports Movies",86,0,2021,August
s234,Movie,Count Me In,Mark Lo,United Kingdom,2021-08-24,2021,TV-MA,"Documentaries, Music & Musicals",82,0,2021,August
s236,Movie,Untold: Caitlyn Jenner,Crystal Moselle,Unknown,2021-08-24,2021,TV-PG,"Documentaries, LGBTQ Movies, Sports Movies",70,0,2021,August
s241,Movie,The Witcher: Nightmare of the Wolf,Han Kwang Il,Unknown,2021-08-23,2021,TV-MA,"Action & Adventure, Anime Features",84,0,2021,August
s245,Movie,Gunshot,Karim El Shenawy,Unknown,2021-08-20,2018,TV-14,"Dramas, International Movies, Thrillers",96,0,2021,August
s269,Movie,Unroyal,Moses Inwang,Nigeria,2021-08-15,2020,TV-MA,"Dramas, International Movies",97,0,2021,August
s3396,Movie,ChuChuTV Bedtime Stories & Moral Stories for Kids (Hindi),Unknown,Pakistan,2019-10-18,2019,TV-Y,Children & Family Movies,56,0,2019,October
s248,Movie,Sweet Girl,Brian Andrew Mendoza,United States,2021-08-20,2021,R,"Action & Adventure, Dramas",110,0,2021,August
s3397,Movie,ChuChuTV Surprise Eggs Learning Videos (English),Unknown,Pakistan,2019-10-18,2019,TV-Y,Children & Family Movies,61,0,2019,October
s3436,TV Show,Beyblade Burst Turbo,Unknown,Pakistan,2019-10-10,2018,TV-Y7,"Anime Series, Kids' TV",0,1,2019,October
s3456,TV Show,Super Monsters,Unknown,Pakistan,2019-10-04,2019,TV-Y,Kids' TV,0,3,2019,October
s3470,Movie,Little Baby Bum: Go Buster,Unknown,Pakistan,2019-10-01,2019,TV-Y,Children & Family Movies,58,0,2019,October
s3525,TV Show,Top Boy,Unknown,Pakistan,2019-09-13,2019,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",0,1,2019,September
s3540,TV Show,Loo Loo Kids: Johny & Friends Musical Adventures,Unknown,Pakistan,2019-09-01,2016,TV-Y,Kids' TV,0,1,2019,September
s3563,TV Show,HERO MASK,Unknown,Pakistan,2019-08-23,2019,TV-14,"Anime Series, Crime TV Shows, International TV Shows",0,2,2019,August
s3672,TV Show,Extreme Engagement,Unknown,Pakistan,2019-07-12,2019,TV-MA,"International TV Shows, Reality TV",0,1,2019,July
s3675,TV Show,PILI Fantasy: War of Dragons,Unknown,Pakistan,2019-07-12,2019,TV-14,"International TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy",0,1,2019,July
